x,y,M,mu,V,theta,T,p,a,rho
9.840395098273019975e-03,-4.895575891085379716e-02,2.591751491371060645e+00,3.961175700318219639e-01,7.086195107886961750e+02,3.704721794089895770e-01,1.576555192506594494e+03,1.460229712169546983e+05,2.734133705133241392e+02,2.859190628341551910e-01
1.002228853834174691e-02,-4.896042466208745669e-02,2.609890079726124412e+00,3.932126955196534324e-01,7.113680431476440162e+02,3.606483871242511796e-01,1.566801401980035280e+03,1.413688366683636850e+05,2.725662849457220318e+02,2.785292710633328617e-01
1.020609210505918352e-02,-4.896641221473635452e-02,2.628040217754859853e+00,3.903495356940583361e-01,7.140928245011125455e+02,3.508774897419543737e-01,1.557094626370827655e+03,1.368569265642293030e+05,2.717206607709997570e+02,2.713206736227365412e-01
1.039182502976836869e-02,-4.897374728312025444e-02,2.646202326356747125e+00,3.875271063342812239e-01,7.167940872566416601e+02,3.411594277331769232e-01,1.547435003433592328e+03,1.324832161159900425e+05,2.708765237326026636e+02,2.642892848205380396e-01
1.057950637519951796e-02,-4.898245587336427093e-02,2.664376831130455869e+00,3.847444540101833677e-01,7.194720625871333368e+02,3.314941328526980757e-01,1.537822654462477431e+03,1.282437754261582595e+05,2.700338984263993893e+02,2.574311817645096867e-01
1.076915504220377767e-02,-4.899256428205278624e-02,2.682564162415450593e+00,3.820006548521636125e-01,7.221269803920819186e+02,3.218815284884624650e-01,1.528257684784858839e+03,1.241347684172849840e+05,2.691928083248006942e+02,2.507425047962241194e-01
1.096078977619210568e-02,-4.900409909498484179e-02,2.700764755326100719e+00,3.792948133823548229e-01,7.247590692596201052e+02,3.123215299999519967e-01,1.518740184250334551e+03,1.201524516947161319e+05,2.683532758009906729e+02,2.442194578251396797e-01
1.115442917330236247e-02,-4.901708718602823533e-02,2.718979049778752710e+00,3.766260614034300791e-01,7.273685564294628421e+02,3.028140450456691113e-01,1.509270227714597240e+03,1.162931733493903739e+05,2.675153221532361272e+02,2.378583085678596942e-01
1.135009168631677390e-02,-4.903155571606966634e-02,2.737207490512069352e+00,3.739935569416309447e-01,7.299556677568039049e+02,2.933589739000101448e-01,1.499847875517864395e+03,1.125533717066641839e+05,2.666789676292482341e+02,2.316553886977636700e-01
1.154779563034878144e-02,-4.904753213205868129e-02,2.755450527100904434e+00,3.713964832408585548e-01,7.325206276772116780e+02,2.839562097597970736e-01,1.490473173957573863e+03,1.089295740268567752e+05,2.658442314505713853e+02,2.256070939100608685e-01
1.174755918831874198e-02,-4.906504416614350383e-02,2.773708613964068093e+00,3.688340478048734994e-01,7.350636591725764220e+02,2.746056390406974024e-01,1.481146155755041264e+03,1.054183951629063376e+05,2.650111318369719697e+02,2.197098839071452425e-01
1.194940041623462207e-02,-4.908411983489695957e-02,2.791982210366189765e+00,3.663054814848605290e-01,7.375849837381367706e+02,2.653071416638070334e-01,1.471866840515849390e+03,1.020165361802685802e+05,2.641796860308063515e+02,2.139602823090102635e-01
1.215333724829450665e-02,-4.910478743863115614e-02,2.810271780413935439e+00,3.638100376097929134e-01,7.400848213506191087e+02,2.560605913326460814e-01,1.462635235183739951e+03,9.872078294390675728e+04,2.633499103213459875e+02,2.083548764933149944e-01
1.235938750182475482e-02,-4.912707556079955878e-02,2.828577793046834987e+00,3.613469911571938753e-01,7.425633904375159773e+02,2.468658558008020865e-01,1.453451334487781651e+03,9.552800467694639519e+04,2.625218200690373465e+02,2.028903173695242868e-01
1.256756888206816622e-02,-4.915101306748557303e-02,2.846900722022867924e+00,3.589156379620636605e-01,7.450209078475147635e+02,2.377227971305036491e-01,1.444315121382677489e+03,9.243515249533455062e+04,2.616954297296814502e+02,1.975633190914323212e-01
1.277789898683471224e-02,-4.917662910697680884e-02,2.865241045899060257e+00,3.565152939618679850e-01,7.474575888221021387e+02,2.286312719423288509e-01,1.435226567482003929e+03,8.943925792256006389e+04,2.608707528785117233e+02,1.923706587121692957e-01
1.299039531102636272e-02,-4.920395310942428380e-02,2.883599248007254534e+00,3.541452944756280363e-01,7.498736469683452697e+02,2.195911316563193549e-01,1.426185633484263462e+03,8.653743138826945506e+04,2.600478022341538917e+02,1.873091757856749084e-01
1.320507525104725258e-02,-4.923301478658623220e-02,2.901975816425226729e+00,3.518049935152747221e-01,7.522692942328643539e+02,2.106022227247183187e-01,1.417192269591612558e+03,8.372686071436932252e+04,2.592265896824532661e+02,1.823757719184508352e-01
1.342195610910958993e-02,-4.926384413165618009e-02,2.920371243943305828e+00,3.494937631275423229e-01,7.546447408769935237e+02,2.016643868565824727e-01,1.408246415921164953e+03,8.100480959198005439e+04,2.584071263001532657e+02,1.775674102752567984e-01
1.364105509744471985e-02,-4.929647141917514741e-02,2.938786028026682207e+00,3.472109927647838989e-01,7.570001954531378487e+02,1.927774612344765326e-01,1.399348002908758872e+03,7.836861605238374614e+04,2.575894223784110295e+02,1.728811150422555065e-01
1.386238934242773474e-02,-4.933092720502788714e-02,2.957220670773520688e+00,3.449560886831913309e-01,7.593358647823205274e+02,1.839412787234904478e-01,1.390496951705116544e+03,7.581569093490338128e+04,2.567734874461366985e+02,1.683139708509733823e-01
1.408597588862480453e-02,-4.936724232652339728e-02,2.975675678869058149e+00,3.427284733669928585e-01,7.616519539329196959e+02,1.751556680727854309e-01,1.381693174564315996e+03,7.334351635444261774e+04,2.559593302931436654e+02,1.638631221662849857e-01
1.431183170277045176e-02,-4.940544790255986529e-02,2.994151563535779381e+00,3.405275849772913532e-01,7.639486662005856488e+02,1.664204541098986134e-01,1.372936575224536000e+03,7.094964417123037856e+04,2.551469589930987070e+02,1.595257726415025001e-01
1.453997367768175217e-02,-4.944557533387439197e-02,3.012648840479856815e+00,3.383528768242778373e-01,7.662262030893361953e+02,1.577354579279970082e-01,1.364227049280999154e+03,6.863169446511578280e+04,2.543363809262586415e+02,1.552991844434861157e-01
1.477041863611668580e-02,-4.948765630337797344e-02,3.031168029833955835e+00,3.362038168616378608e-01,7.684847642938167382e+02,1.491004970663031837e-01,1.355564484551098531e+03,6.638735401659511263e+04,2.535276028019844432e+02,1.511806775505765976e-01
1.500318333458263223e-02,-4.953172277657630351e-02,3.049709656096532662e+00,3.340798872020332988e-01,7.707245476827180255e+02,1.405153856838813886e-01,1.346948761431672665e+03,6.421437479657605581e+04,2.527206306810218450e+02,1.471676290260056641e-01
1.523828446710080720e-02,-4.957780700207695818e-02,3.068274248067767829e+00,3.319805836526067422e-01,7.729457492833378183e+02,1.319799347269894063e-01,1.338379753248410907e+03,6.211057246672487963e+04,2.519154699975392191e+02,1.432574722693089053e-01
1.547573866893213468e-02,-4.962594151218377436e-02,3.086862338782261794e+00,3.299054152695155562e-01,7.751485632672790871e+02,1.234939520901715687e-01,1.329857326597372776e+03,6.007382489208785410e+04,2.511121255809120214e+02,1.394476962481396853e-01
1.571556252026997877e-02,-4.967615912357925545e-02,3.105474465438596621e+00,3.278539039305632952e-01,7.773331819372637028e+02,1.150572427713000001e-01,1.321381341678633817e+03,5.810207066753762774e+04,2.503106016772476039e+02,1.357358447127654522e-01
1.595777254990400629e-02,-4.972849293809576687e-02,3.124111169325901827e+00,3.258255839250436270e-01,7.794997957150553702e+02,1.066696090207326225e-01,1.312951652622049096e+03,5.619330765945032908e+04,2.495109019706396509e+02,1.321195153953980683e-01
1.620238523885986562e-02,-4.978297634357659041e-02,3.142772995747557196e+00,3.238200015599628223e-01,7.816485931304720225e+02,9.833085048476578049e-02,1.304568107805151840e+03,5.434559156389247073e+04,2.487130296041457882e+02,1.285963591963999730e-01
1.644941702401874276e-02,-4.983964301482778081e-02,3.161460493942120031e+00,3.218367147818569918e-01,7.837797608114746026e+02,9.004076434356667047e-02,1.296230550163211092e+03,5.255703448247381311e+04,2.479169872004809179e+02,1.251640793592989909e-01
1.669888430172104810e-02,-4.989852691466203222e-02,3.180174217001667358e+00,3.198752928134537821e-01,7.858934834753185896e+02,8.179914544372891838e-02,1.287938817491449981e+03,5.082580351689772215e+04,2.471227768824171278e+02,1.218204306364215478e-01
1.695080343135713097e-02,-4.995966229503553263e-02,3.198914721787580184e+00,3.179353158044845862e-01,7.879899439207447358e+02,7.360578642565909768e-02,1.279692742739494406e+03,4.915011938314513827e+04,2.463304002928873047e+02,1.185632184468786848e-01
1.720519073894920606e-02,-5.002308369827918738e-02,3.217682568844002944e+00,3.160163744959711418e-01,7.900693230212031040e+02,6.546047784590437735e-02,1.271492154298038940e+03,4.752825504610428470e+04,2.455398586147814228e+02,1.153902980285011343e-01
1.746206252072702789e-02,-5.008882595842533564e-02,3.236478322309022548e+00,3.141180698973654595e-01,7.921317997190853930e+02,5.736300829461878081e-02,1.263336876277809097e+03,4.595853437537869468e+04,2.447511525904333780e+02,1.122995735852578697e-01
1.772143504670056421e-02,-5.015692420263136164e-02,3.255302549823730462e+00,3.122400129759421716e-01,7.941775510209502045e+02,4.931316450830203896e-02,1.255226728780840858e+03,4.443933082290223683e+04,2.439642825407898670e+02,1.092889974315777307e-01
1.798332456423249945e-02,-5.022741385270151210e-02,3.274155822439297925e+00,3.103818243578799763e-01,7.962067519937282896e+02,4.131073147796213152e-02,1.247161528164136371e+03,4.296906612290814519e+04,2.431792483842573063e+02,1.063565691349130232e-01
1.824774730161305911e-02,-5.030033062670836302e-02,3.293038714522189547e+00,3.085431340404963807e-01,7.982195757618846983e+02,3.335549255284910725e-02,1.239141087295737634e+03,4.154620901471626712e+04,2.423960496552206791e+02,1.035003346577959005e-01
1.851471947163904619e-02,-5.037571054071528914e-02,3.311951803657627647e+00,3.067235811151312053e-01,8.002161935055228241e+02,2.544722953991062145e-02,1.231165215803297770e+03,4.016927398873088532e+04,2.416146855222308147e+02,1.007183855005631123e-01
1.878425727520071156e-02,-5.045358991060171217e-02,3.330895670551496934e+00,3.049228135001911255e-01,8.021967744594140868e+02,1.758572279908610092e-02,1.223233720315168284e+03,3.883682005596155796e+04,2.408351548058526816e+02,9.800885784582911986e-02
1.905637690487685387e-02,-5.053400535399223126e-02,3.349870898930766838e+00,3.031404876839063900e-01,8.041614859129342676e+02,9.770751334596641455e-03,1.215346404694110333e+03,3.754744954132549901e+04,2.400574559961733598e+02,9.536993170573650203e-02
1.933109454854147619e-02,-5.061699379229166185e-02,3.368878075442589992e+00,3.013762684763622857e-01,8.061104932108848971e+02,2.002092882357407212e-03,1.207503070263666586e+03,3.629980690091889119e+04,2.392815872699641773e+02,9.279983007292146036e-02
1.959462330399954280e-02,-5.069833212011782414e-02,3.387850574310071305e+00,2.996359579875047530e-01,8.080371671040887804e+02,-5.693199458622865729e-03,1.199730950113456174e+03,3.509676621404992329e+04,2.385102735142455117e+02,9.030553085418099868e-02
1.983626302121639651e-02,-5.077449334537596087e-02,3.412881623690615207e+00,2.973709132115235909e-01,8.105507214846691113e+02,-1.072914376804039172e-02,1.189563487031244222e+03,3.357182316274701589e+04,2.374974613412337590e+02,8.712010925988988852e-02
2.654740247475949333e-02,-5.291020530043418629e-02,3.460074074714404091e+00,2.931937507493225237e-01,8.152033459929498349e+02,-2.009564049422006907e-02,1.170660045188930326e+03,3.087908249736034486e+04,2.356028594735322770e+02,8.142630011607626672e-02
2.673175016609357496e-02,-5.296992625748854489e-02,3.462728639691551091e+00,2.929623234399665321e-01,8.154617502378896461e+02,-2.062193098822638279e-02,1.169606986802012898e+03,3.073437760323984548e+04,2.354968682473855210e+02,8.111769073986355161e-02
2.702745145535888002e-02,-5.306581748349233074e-02,3.469630291391304855e+00,2.923623637843189016e-01,8.161319502128986869e+02,-2.198553418748344646e-02,1.166874208131379646e+03,3.036141129387098044e+04,2.352215889508025271e+02,8.032098475160222295e-02
2.732609088391303037e-02,-5.316291360010255707e-02,3.481034936353839093e+00,2.913764084299271251e-01,8.172342837870010044e+02,-2.423053299575573041e-02,1.162374496933941373e+03,2.975527403450847123e+04,2.347676190354473817e+02,7.902217726034678480e-02
2.762802560173346217e-02,-5.326150161458058363e-02,3.488734259857872999e+00,2.907145943445192948e-01,8.179748704830875567e+02,-2.574255450423202848e-02,1.159348020838145885e+03,2.935312132194079095e+04,2.344617874439112768e+02,7.815766470907783980e-02
2.795025882262313840e-02,-5.336702077418575135e-02,3.486869083227229993e+00,2.908746398611482542e-01,8.177957275847911660e+02,-2.537779213254183139e-02,1.160080356235471754e+03,2.945002731044324537e+04,2.345358280064504584e+02,7.836619109158443619e-02
2.829194782963379354e-02,-5.347883352082073022e-02,3.492428631649209247e+00,2.903981179695085402e-01,8.183291999223292805e+02,-2.646853294824335484e-02,1.157899051218273826e+03,2.916214654850127772e+04,2.343152247998535529e+02,7.774633044745499211e-02
2.863707117012216641e-02,-5.359200483111505736e-02,3.493223156070360158e+00,2.903301468300154564e-01,8.184053164380054568e+02,-2.662537637540516450e-02,1.157587703868665585e+03,2.912124224970818250e+04,2.342837201842713171e+02,7.765816101434341867e-02
2.899839198301692664e-02,-5.371052310983399913e-02,3.493173743011176224e+00,2.903343731488684520e-01,8.184005834953597969e+02,-2.661692054146087144e-02,1.157607064363608515e+03,2.912378444625990596e+04,2.342856793575587915e+02,7.766364142369602819e-02
2.936717646115526159e-02,-5.383148784751316113e-02,3.491661333535413192e+00,2.904637905860800173e-01,8.182556625730906035e+02,-2.632181028550766716e-02,1.158199821230249654e+03,2.920170530887599307e+04,2.343456550938122973e+02,7.783157702986397142e-02
2.974032762685903733e-02,-5.395381642243544940e-02,3.489537032510888093e+00,2.906457657223500690e-01,8.180519214304238176e+02,-2.590655294520152058e-02,1.159032987564330597e+03,2.931151404677920800e+04,2.344299297611398742e+02,7.806809196856938360e-02
3.011363163197281964e-02,-5.407609866522761211e-02,3.487095425158545758e+00,2.908552085654187991e-01,8.178174758870392225e+02,-2.542873552096523368e-02,1.159991457824140753e+03,2.943825009091190805e+04,2.345268414470923233e+02,7.834085540092668165e-02
3.048450919659385222e-02,-5.419747588060432747e-02,3.484659018784884932e+00,2.910645109471474701e-01,8.175832397827849718e+02,-2.495158203587424101e-02,1.160948797486591729e+03,2.956527847763694808e+04,2.346235988587140184e+02,7.861402234736490635e-02
3.085146311134317337e-02,-5.431746019506879936e-02,3.482388429861803303e+00,2.912598440733565885e-01,8.173646842644218395e+02,-2.450667443937635040e-02,1.161841802162547083e+03,2.968416942101909081e+04,2.347138180380580366e+02,7.886948654877605491e-02
3.117892951942669369e-02,-5.442444267209534114e-02,3.487615196856063804e+00,2.908105965041986596e-01,8.178674092354439153e+02,-2.553374576789190983e-02,1.159787341206833844e+03,2.941122322468541097e+04,2.345062064108209370e+02,7.828270663271383323e-02
3.157431186494413788e-02,-5.455386601332843505e-02,3.477394464976420796e+00,2.916904003798742040e-01,8.168831023013657386e+02,-2.352446437767229115e-02,1.163808674400199834e+03,2.994739405960902150e+04,2.349124065529059635e+02,7.943438861821568164e-02
3.189509446456118003e-02,-5.465846909350233207e-02,3.484681314591568491e+00,2.910625942129720367e-01,8.175853846159903924e+02,-2.495735307828866184e-02,1.160940032644381063e+03,2.956411347355674661e+04,2.346227131854143977e+02,7.861151809882047092e-02
3.229055743011612079e-02,-5.478777680772643766e-02,3.474600603035325808e+00,2.919318383307696885e-01,8.166131488801380556e+02,-2.297387481700442075e-02,1.164910708442208033e+03,3.009570098303926352e+04,2.350236018973705541e+02,7.975224839148059575e-02
3.260110475760251425e-02,-5.488893609317964384e-02,3.482161197022217713e+00,2.912794070025945259e-01,8.173427980901503815e+02,-2.446175012939989443e-02,1.161931214600298517e+03,2.969609467683324328e+04,2.347228493583536419e+02,7.889509984102409390e-02
3.294822111458619446e-02,-5.500232841773507186e-02,3.479615506729306862e+00,2.914987530767167434e-01,8.170974344281790991e+02,-2.396237443116587887e-02,1.162933444421669947e+03,2.983003085702343378e+04,2.348240582466586091e+02,7.918263539453239408e-02
